y,x0,x1,x2,x3,x4,x5,x6
12.5,A1,A0,131.0,100.0,2,A0,A1
5.5,A1,A1,102.0,150.0,4,A2,A1
1.1,A0,A0,0.0,150.0,0,A1,A0
0.8,A5,A2,130.0,150.0,7,A2,A1
5.5,A7,,241.0,150.0,3,A2,A1
1.5,A5,A1,90.0,150.0,12,A2,A1
0.39,A1,A1,58.0,150.0,11,,A0
5.1,A4,A1,102.0,150.0,6,A1,A2
22.45,A2,A1,160.0,10.0,3,A2,A1
0.799,A7,A1,45.0,80.0,3,,A0
1.4,A7,A1,105.0,150.0,10,A2,A1
3.999,A5,A1,131.0,150.0,3,A1,A1
5.5,A1,A1,218.0,150.0,3,A1,A1
1.75,A4,A1,140.0,150.0,6,A2,A1
13.8,A5,A1,131.0,80.0,8,,A1
2.95,A5,A1,155.0,150.0,9,A3,A1
2.5,A1,A2,150.0,150.0,5,A1,A1
0.6,A3,A1,0.0,150.0,10,A0,A0
3.25,A7,A1,210.0,150.0,0,A2,A0
0.3,A0,A1,0.0,150.0,12,,A0
3.8,A0,A2,,150.0,3,,A2
0.999,A3,A1,50.0,150.0,1,A2,A1
1.8,A5,A1,116.0,150.0,11,A1,A1
1.25,A3,A1,55.0,150.0,2,A2,A0
5.85,A1,A1,90.0,70.0,9,A2,A1
0.6,A5,A1,105.0,150.0,4,A2,A1
1.6,A3,A1,0.0,150.0,9,A2,A1
0.6,A2,A1,101.0,150.0,9,A2,A0
1.75,A7,A1,73.0,100.0,6,A2,A1
0.5,A4,A1,108.0,150.0,8,A2,A1
5.299,A1,A1,116.0,150.0,4,A2,A1
0.7,A5,A1,101.0,150.0,10,A2,A1
2.85,A8,A0,0.0,50.0,1,A2,A0
8.0,A1,A1,132.0,70.0,8,A2,A1
2.95,A3,,,90.0,12,A2,A0
1.75,A4,A2,166.0,150.0,12,A2,A1
1.55,A3,A2,54.0,150.0,8,A2,A1
1.1,A1,A2,116.0,150.0,4,A2,A1
3.0,A7,A2,193.0,150.0,3,,A0
7.3,A3,A1,86.0,40.0,8,,A1
18.5,A5,A1,250.0,60.0,4,A2,A1
5.5,A3,A1,68.0,40.0,12,A2,A1
5.25,A6,A2,165.0,150.0,9,,A1
0.55,A0,A1,56.0,150.0,1,A2,A0
3.0,A3,A1,68.0,150.0,10,A2,A1
0.45,A0,A1,75.0,150.0,11,A0,A2
6.0,A4,A1,95.0,150.0,5,A1,A1
5.299,A5,A2,75.0,50.0,11,A2,A1
1.899,A1,A2,75.0,150.0,12,A2,A1
11.999,A4,A1,,150.0,1,A3,A1
6.45,A2,A1,,150.0,6,,A1
13.99,A1,A1,170.0,50.0,11,A2,A1
1.1,A5,A1,90.0,150.0,8,A1,A1
0.35,A0,A0,65.0,150.0,0,A2,A0
0.55,A7,A1,107.0,150.0,12,,A1
11.3,A4,A1,125.0,125.0,1,,A1
1.75,A3,A1,60.0,100.0,8,,A0
11.7,A1,A1,177.0,150.0,7,A1,A1
0.9,A3,A1,60.0,150.0,11,A2,A1
3.45,A4,A1,68.0,150.0,8,A1,A1
1.6,A3,A1,60.0,90.0,0,A2,A1
0.25,A1,A1,100.0,150.0,0,A0,A0
8.6,A5,A1,114.0,150.0,1,A1,A1
3.499,A8,A1,,150.0,4,A1,A1
21.0,A1,A1,136.0,30.0,6,A1,A1
4.49,A3,A1,68.0,60.0,7,A2,A2
0.0,A1,A2,71.0,100.0,0,A0,A2
13.99,A1,A1,94.0,5.0,11,,A1
9.2,A5,A1,220.0,125.0,0,A0,A1
31.995,A1,A2,184.0,30.0,6,,A1
0.3,A1,A1,170.0,150.0,1,A2,A1
7.45,A5,A1,110.0,125.0,4,A1,A1
10.9,A1,A2,232.0,150.0,2,A1,A2
10.8,A1,A1,95.0,30.0,10,A7,A0
8.5,A6,A1,150.0,150.0,12,A1,A1
6.5,A7,A2,170.0,150.0,1,A1,A1
14.2,A1,A2,,70.0,8,A1,A1
4.98,A0,A1,75.0,150.0,5,A2,A0
15.5,A5,A2,0.0,150.0,12,A1,A1
23.0,A5,A1,125.0,30.0,1,A1,A2
0.95,A3,A1,65.0,150.0,3,A2,A1
13.5,A5,A1,122.0,80.0,7,A2,A1
18.99,A6,A1,,70.0,6,A1,A1
5.8,A6,A1,141.0,100.0,6,A2,A1
2.25,A7,,220.0,150.0,3,A2,A2
9.55,A5,A1,179.0,150.0,7,,A1
0.2,A3,A0,0.0,150.0,0,A0,A2
1.53,A4,A1,,150.0,7,,A0
10.99,A4,A1,128.0,80.0,1,A1,A1
1.199,A5,A1,90.0,150.0,7,A2,A1
3.2,A1,A1,150.0,150.0,12,,A1
5.3,A3,A1,73.0,70.0,1,,A1
6.899,A2,A1,120.0,125.0,10,A2,A1
0.55,A0,A1,90.0,150.0,0,A2,A0
1.15,A1,A1,65.0,150.0,11,,A0
8.399,A5,A1,177.0,150.0,1,A1,A1
3.9,A6,,115.0,150.0,0,A1,A1
5.899,A5,A1,105.0,150.0,7,A1,A1
1.2,A5,A2,147.0,150.0,7,A2,A1
11.5,A2,A0,71.0,10.0,12,,A1
1.22,A3,A1,0.0,125.0,4,A2,A1
12.49,A1,A2,272.0,150.0,4,A1,A0
12.999,A7,A1,338.0,150.0,8,A2,A1
0.599,A3,A1,50.0,100.0,4,A2,A1
4.8,A7,A1,163.0,100.0,5,A2,A1
62.5,A6,A2,258.0,40.0,1,A1,A2
9.8,A6,A1,141.0,100.0,6,A2,A1
15.5,A7,A2,204.0,150.0,5,A1,A1
0.4,A3,A1,60.0,150.0,6,,A1
0.2,A5,A1,60.0,5.0,10,A2,A0
0.74,A1,A1,101.0,150.0,3,,A1
7.9,A5,A2,306.0,150.0,6,,A1
13.5,A1,A1,170.0,80.0,6,A2,A1
0.0,A5,A1,118.0,150.0,0,A2,A1
2.8,A5,A2,0.0,150.0,3,A1,A1
2.85,A3,A1,54.0,60.0,10,A2,A1
3.65,A4,A1,94.0,150.0,2,A2,A1
1.5,A0,A1,0.0,125.0,3,A2,A1
2.4,A1,A1,90.0,150.0,9,,A1
9.2,A1,A2,70.0,70.0,6,,A1
1.799,A5,A1,75.0,125.0,9,A1,A2
2.1,A4,A1,0.0,150.0,0,A1,A0
2.25,A0,A1,136.0,150.0,6,A2,A1
13.5,A0,A0,140.0,125.0,5,A1,A0
0.8,A8,A1,60.0,150.0,8,A2,A1
3.5,A1,A1,75.0,80.0,12,A3,A1
3.99,A3,A1,73.0,80.0,10,A2,A1
0.777,A1,A1,122.0,150.0,4,A2,A1
3.65,A0,A1,75.0,100.0,10,,A1
4.45,A3,A1,105.0,150.0,3,,A1
13.95,A7,A1,306.0,150.0,10,A2,A1
2.699,A3,A1,101.0,150.0,9,A1,A1
0.001,A0,A0,0.0,5.0,0,A0,A0
3.4,A3,A1,100.0,150.0,6,A2,A1
11.0,A1,A1,160.0,150.0,11,A2,A1
0.55,A0,A1,66.0,150.0,0,A0,A0
4.35,A0,A1,60.0,90.0,11,,A1
2.1,A5,A1,,150.0,12,A1,A1
7.45,A2,A1,90.0,50.0,7,A2,A0
1.65,A1,A0,0.0,150.0,5,A2,A1
7.25,A3,A1,75.0,30.0,11,A2,A1
0.399,A0,A1,0.0,150.0,5,A2,A1
13.4,A1,A1,141.0,40.0,12,,A1
1.799,A5,A1,97.0,150.0,9,A2,A1
7.777,A7,A2,150.0,150.0,3,A2,A1
1.85,A3,A1,101.0,150.0,1,A2,A1
1.59,A6,A1,130.0,5.0,8,A2,A1
1.5,A4,A1,101.0,150.0,12,A1,A1
4.65,A1,,64.0,80.0,12,A2,A1
3.85,A5,A2,105.0,150.0,3,A2,A1
7.999,A7,A2,306.0,150.0,9,A3,A0
10.99,A3,A1,105.0,100.0,11,,A1
6.144,A5,A1,,150.0,9,A1,A1
2.2,A1,A1,131.0,150.0,6,A1,A0
2.2,A2,A1,109.0,150.0,7,A2,A1
1.7,A5,A2,193.0,150.0,9,A2,A1
1.4,A3,A1,75.0,150.0,5,A2,A0
6.5,A4,A1,29.0,5.0,7,A2,A2
26.999,A1,A2,408.0,150.0,7,A0,A0
0.35,A5,A1,116.0,150.0,11,,A1
0.9,A0,A1,116.0,150.0,4,A0,A2
2.15,A1,A1,163.0,150.0,6,A2,A1
0.7,A0,A1,65.0,100.0,0,A2,A0
3.95,A3,A1,,150.0,8,A0,A1
1.6,A3,A1,75.0,150.0,6,,A0
13.333,A5,A1,,60.0,10,A2,A1
0.85,A3,A1,75.0,150.0,6,A2,A1
2.29,A5,A1,101.0,150.0,5,A1,A1
2.0,A3,A2,45.0,90.0,12,A2,A0
0.99,A3,A1,,150.0,5,A2,A1
8.199,A3,A2,71.0,40.0,8,A2,A1
5.5,A2,A1,120.0,125.0,12,A2,A2
22.8,A1,A2,500.0,125.0,9,A2,A1
1.45,A5,A1,,125.0,7,A2,A0
1.0,A1,A1,71.0,125.0,9,A2,A1
1.2,A1,A1,101.0,150.0,12,A2,A2
6.0,A3,A1,,80.0,5,A2,A0
2.5,A0,A1,185.0,150.0,8,A0,A1
0.6,A1,A1,105.0,150.0,8,A2,A2
5.95,A3,A1,73.0,50.0,5,A2,A1
5.999,A1,A1,102.0,80.0,11,A2,A1
0.0,A0,A1,136.0,150.0,0,A2,A2
5.9,A4,A1,140.0,150.0,3,A1,A1
19.99,A1,A1,185.0,50.0,4,,A1
0.25,A3,A1,0.0,150.0,0,,A0
1.999,A1,A1,155.0,150.0,2,A1,A2
14.8,A1,A2,224.0,150.0,10,A1,A1
4.3,A1,A1,170.0,150.0,11,A2,A1
22.9,A7,A2,170.0,90.0,1,A1,A1
1.55,A0,A1,75.0,150.0,6,A2,A1
12.5,A0,A1,115.0,60.0,5,,A1
1.65,A4,A1,105.0,100.0,2,A2,A1
3.0,A0,A0,,125.0,0,A0,A0
14.9,A4,A1,109.0,90.0,3,A1,A1
0.888,A0,,,150.0,0,A2,A0
7.8,A1,A2,177.0,150.0,2,,A1
3.65,A4,A1,128.0,150.0,3,A1,A1
1.99,A3,A2,60.0,70.0,11,A2,A1
9.99,A5,A2,232.0,150.0,0,A1,A1
0.0,A0,A1,209.0,70.0,0,A0,A1
3.3,A5,A1,131.0,150.0,2,,A1
29.233,A1,A2,245.0,125.0,10,A1,A1
9.6,A1,A1,0.0,150.0,4,A1,A1
0.0,A0,A0,0.0,100.0,0,A0,A0
7.25,A1,A1,126.0,80.0,6,A2,A1
2.95,A0,A1,,150.0,0,,A0
17.75,A3,A1,122.0,20.0,4,A2,A1
3.65,A4,A1,77.0,150.0,6,A1,A0
10.999,A2,A0,192.0,150.0,4,,A1
11.499,A5,A1,143.0,150.0,10,A1,A1
2.6,A7,A1,125.0,125.0,12,A2,A1
15.5,A7,A2,292.0,150.0,11,A2,A1
0.699,A6,A2,0.0,150.0,5,A2,A1
14.75,A5,A1,163.0,125.0,10,A1,A1
1.1,A1,A1,75.0,150.0,5,A2,A1
0.28,A3,A1,0.0,125.0,10,A2,A1
11.9,A4,A1,131.0,150.0,4,A1,A1
0.1,A0,A0,0.0,5.0,0,A0,A0
1.765,A5,A1,84.0,150.0,10,A2,A1
0.6,A5,A1,60.0,150.0,6,A2,A1
1.95,A5,A1,136.0,150.0,11,A1,A1
17.5,A1,A1,140.0,50.0,3,A1,A1
6.8,A4,A1,143.0,125.0,3,A1,A1
23.1,A5,A2,204.0,150.0,6,,A1
12.8,A1,A2,286.0,125.0,7,,A1
13.9,A5,A1,143.0,150.0,7,A1,A1
5.95,A1,A2,,150.0,3,A2,A1
1.6,A4,A1,101.0,150.0,3,A2,A1
0.849,A0,A2,193.0,150.0,4,A2,A1
8.999,A0,A1,101.0,50.0,2,A2,A1
3.0,A6,A1,115.0,150.0,4,,A0
9.3,A4,A1,120.0,80.0,7,,A1
1.9,A5,A1,101.0,150.0,10,A2,A0
0.25,A1,A2,101.0,150.0,5,A2,A2
3.99,A4,A1,140.0,150.0,4,A2,A1
9.3,A5,A1,190.0,150.0,8,A1,A1
3.75,A3,A1,0.0,150.0,11,A2,A0
0.9,A5,A1,75.0,150.0,4,A2,A1
12.0,A0,A1,200.0,125.0,9,A2,A0
1.49,A3,,75.0,60.0,3,A0,A1
7.6,A3,A1,69.0,30.0,3,A2,A1
13.5,A4,A1,145.0,60.0,10,A2,A1
2.4,A1,A1,0.0,5.0,10,A2,A0
1.0,A7,A1,102.0,150.0,8,A2,A2
0.25,A3,A1,0.0,150.0,9,A2,A2
21.9,A2,A2,204.0,80.0,7,A2,A0
4.59,A1,,150.0,150.0,9,A2,A1
5.999,A4,A1,105.0,150.0,11,A1,A1
2.35,A2,A2,54.0,80.0,5,A2,A1
1.0,A3,A2,75.0,125.0,1,A2,A1
18.4,A2,A1,343.0,150.0,3,A2,A1
14.2,A5,A1,0.0,125.0,2,A1,A1
1.999,A2,A2,54.0,150.0,4,A2,A1
1.599,A5,A1,136.0,150.0,5,A2,A1
5.15,A3,A1,80.0,90.0,12,,A0
2.299,A3,A1,54.0,150.0,9,,A1
26.7,A7,A2,211.0,40.0,6,A2,A1
0.6,A0,A1,75.0,150.0,0,,A2
1.4,A5,A1,0.0,150.0,6,A1,A1
15.49,A1,A2,0.0,125.0,3,A1,A1
0.95,A0,A1,117.0,150.0,0,A2,A1
0.0,A0,A0,0.0,150.0,5,A0,A0
31.25,A7,A2,245.0,80.0,4,,A1
2.0,A1,A2,116.0,125.0,8,A2,A2
4.4,A3,A1,80.0,150.0,2,A2,A1
1.299,A1,A1,55.0,150.0,5,A2,A1
2.59,A2,A1,110.0,150.0,2,A1,A1
11.65,A7,A1,143.0,60.0,7,A2,A1
24.9,A1,A2,220.0,40.0,11,,A1
1.9,A3,A1,75.0,100.0,3,A0,A1
4.5,A4,A2,230.0,150.0,2,A3,A2
1.8,A1,A1,109.0,150.0,4,,A1
3.8,A0,A1,90.0,150.0,0,A2,A0
1.6,A1,A1,193.0,150.0,12,A2,A2
4.6,A5,A2,143.0,150.0,6,A1,A1
35.5,A6,A1,,10.0,10,A0,A1
7.2,A1,A2,,150.0,12,A1,A1
0.999,A1,A1,0.0,70.0,0,A2,A0
16.99,A1,A1,111.0,80.0,9,A1,A1
0.0,A0,A0,0.0,5.0,4,A0,A0
8.95,A5,A1,105.0,150.0,4,,A1
21.56,A4,A0,0.0,125.0,2,A1,A1
3.899,A4,A1,151.0,80.0,0,,A2
11.99,A4,A1,140.0,150.0,1,A2,A1
5.75,A5,A2,231.0,150.0,4,A2,A1
7.499,A5,A1,163.0,150.0,8,A2,A1
0.7,A5,A1,115.0,150.0,0,A2,A0
3.999,A0,A0,0.0,125.0,6,A0,A0
1.65,A3,A1,69.0,150.0,5,,A1
14.9,A6,A2,0.0,150.0,9,A1,A0
1.0,A7,A2,0.0,150.0,5,,A0
1.2,A3,,0.0,150.0,0,A0,A0
7.5,A4,A1,105.0,150.0,10,A1,A0
4.5,A3,A1,,150.0,0,A2,A1
4.55,A2,A1,109.0,70.0,8,A2,A1
4.0,A1,A1,116.0,150.0,7,,A1
4.25,A6,A2,241.0,150.0,0,A2,A0
0.0,A1,A1,211.0,150.0,10,,A0
7.5,A2,A2,231.0,150.0,2,,A1
9.999,A6,A0,0.0,150.0,0,A0,A1
1.55,A1,A1,105.0,150.0,6,,A0
1.7,A1,A1,101.0,150.0,12,A2,A1
10.9,A5,A1,140.0,125.0,12,A1,A1
7.99,A1,A2,163.0,150.0,11,A1,A1
9.99,A1,A1,105.0,50.0,8,A2,A1
3.3,A3,A1,88.0,70.0,5,,A2
1.75,A3,A1,75.0,150.0,2,A1,A1
1.85,A1,A2,150.0,150.0,5,A2,A0
0.0,A1,A1,240.0,150.0,0,A1,A0
3.2,A3,A1,58.0,150.0,11,A2,A1
0.175,A3,A1,54.0,150.0,9,A2,A0
5.9,A1,A1,116.0,150.0,12,A2,A1
0.5,A5,A1,136.0,150.0,8,,A1
2.9,A1,A1,116.0,150.0,9,A2,A1
8.7,A1,A1,0.0,100.0,3,,A1
3.98,A4,A2,116.0,150.0,1,A1,A1
1.5,A1,A1,103.0,150.0,0,,A0
3.599,A1,A1,164.0,125.0,3,A3,A1
1.444,A0,A1,70.0,150.0,9,,A0
8.95,A1,A1,163.0,150.0,2,A1,A1
4.0,A1,A1,105.0,80.0,11,A2,A1
4.45,A1,A1,105.0,150.0,4,,A1
0.69,A0,A1,71.0,150.0,9,A2,A0
0.95,A3,A1,75.0,150.0,4,A2,A1
0.0,A0,A1,150.0,150.0,2,A0,A2
25.8,A1,A2,230.0,50.0,6,A2,A1
9.6,A6,A1,90.0,40.0,1,A1,A1
0.5,A5,A1,110.0,150.0,6,A2,A0
12.996,A1,A1,0.0,50.0,4,A1,A1
12.5,A5,A2,140.0,150.0,4,A1,A1
1.6,A1,A1,107.0,150.0,10,,A1
2.65,A3,A1,65.0,125.0,5,A2,A1
3.25,A4,A1,84.0,100.0,9,A1,A2
3.899,A0,A1,150.0,125.0,6,,A2
8.5,A0,A1,,150.0,0,A1,A0
5.299,A2,A1,109.0,30.0,5,A2,A1
1.2,A5,A2,165.0,150.0,3,A2,A1
3.5,A1,A1,0.0,125.0,5,,A0
2.25,A0,A0,0.0,150.0,9,A0,A0
3.9,A3,A1,65.0,30.0,3,,A1
1.89,A1,A1,75.0,150.0,5,A2,A1
8.2,A1,A1,,70.0,11,A2,A1
0.12,A6,A0,0.0,150.0,0,,A2
0.45,A0,A1,,150.0,0,A0,A0
2.35,A1,A2,144.0,125.0,3,A2,A1
4.55,A4,A1,158.0,150.0,3,A1,A1
2.799,A2,A2,116.0,150.0,8,A2,A1
25.9,A0,A1,306.0,70.0,3,A2,A1
13.0,A1,A2,218.0,125.0,2,A1,A1
0.399,A1,A1,75.0,150.0,8,A2,A1
12.0,A5,A1,163.0,150.0,4,A1,A1
1.499,A3,A2,90.0,150.0,5,A2,A1
2.45,A5,A1,88.0,150.0,12,A3,A0
2.79,A1,A1,75.0,150.0,3,,A1
10.9,A1,A2,170.0,150.0,8,,A1
0.95,A3,A1,65.0,125.0,5,A2,A1
2.8,A5,A1,102.0,150.0,10,,A1
1.95,A4,A2,203.0,150.0,7,,A2
4.45,A2,A1,107.0,30.0,6,A2,A1
1.89,A3,A1,125.0,150.0,8,A2,A1
4.45,A5,A1,143.0,150.0,12,,A0
6.41,A5,A2,150.0,150.0,2,A1,A1
8.95,A3,A1,122.0,80.0,7,,A1
0.45,A0,,75.0,125.0,7,A0,A2
21.95,A6,A2,239.0,150.0,11,,A1
6.1,A5,A1,163.0,150.0,8,A1,A2
5.6,A1,A2,116.0,150.0,7,A1,A1
1.25,A3,A2,54.0,150.0,11,A2,A1
10.0,A2,A2,190.0,150.0,10,A2,A1
1.999,A0,A2,,150.0,6,A0,A1
0.85,A0,A1,170.0,150.0,12,A2,A0
19.8,A2,A1,,150.0,7,A2,A1
0.55,A4,A1,0.0,150.0,0,A1,A1
0.4,A5,A2,170.0,150.0,4,,A2
8.1,A1,A1,143.0,150.0,7,A1,A1
7.5,A1,A2,122.0,150.0,5,A2,A1
1.7,A1,A1,102.0,150.0,8,A2,A1
11.2,A3,A1,125.0,20.0,11,A2,A1
0.8,A3,A1,,150.0,2,A0,A0
31.9,A7,A2,306.0,20.0,6,A2,A1
1.799,A3,A1,75.0,150.0,0,,A1
0.7,A5,A1,116.0,150.0,7,A2,A1
0.35,A3,A1,,150.0,9,A2,A0
9.0,A5,A2,170.0,150.0,7,A1,A0
1.15,A3,A1,0.0,125.0,8,,A1
11.95,A5,A1,,80.0,4,,A1
19.998,A1,A2,235.0,150.0,1,,A1
13.7,A2,A2,143.0,100.0,3,A2,A1
1.95,A3,A1,105.0,150.0,1,,A1
4.9,A8,A1,74.0,80.0,11,A1,A1
0.45,A5,A2,0.0,100.0,0,,A2
0.4,A0,A0,,150.0,0,A0,A0
1.65,A3,A1,109.0,150.0,5,A2,A1
6.6,A1,A2,0.0,150.0,0,A2,A0
0.95,A5,A1,121.0,150.0,3,A2,A1
0.2,A3,A1,75.0,150.0,5,A2,A0
10.99,A1,A1,143.0,125.0,1,A1,A1
6.75,A3,A1,69.0,70.0,6,A2,A1
1.649,A3,A1,,150.0,0,A2,A0
7.07,A6,A1,60.0,125.0,4,A2,A1
0.65,A0,A1,147.0,150.0,0,A0,A1
2.8,A4,A1,156.0,150.0,3,A2,A1
6.999,A5,A1,141.0,150.0,9,A1,A1
9.49,A3,A1,69.0,80.0,1,A2,A1
37.0,A2,A0,,150.0,0,,A0
7.0,A1,A1,177.0,150.0,7,A1,A1
3.0,A3,A1,50.0,80.0,4,,A1
1.25,A3,A2,,150.0,7,,A1
1.7,A5,A1,0.0,150.0,9,A2,A1
2.2,A3,A1,60.0,150.0,3,A2,A1
22.3,A1,A1,184.0,80.0,5,A1,A1
20.99,A6,A1,185.0,125.0,5,A1,A1
4.55,A5,A1,140.0,150.0,4,A1,A1
0.8,A2,A1,101.0,150.0,0,A2,A0
7.5,A5,A1,163.0,150.0,2,,A1
6.9,A8,A1,0.0,90.0,2,A2,A1
0.0,A3,A1,75.0,150.0,0,A2,A1
2.1,A0,A0,105.0,150.0,7,,A0
0.69,A3,A1,58.0,150.0,10,A2,A1
1.5,A4,A1,109.0,150.0,5,A2,A1
22.3,A3,A1,220.0,40.0,11,A2,A1
14.2,A7,A2,272.0,150.0,12,A2,A1
8.75,A4,A1,102.0,80.0,1,A2,A1
1.35,A1,A1,75.0,150.0,11,A2,A1
12.7,A1,A2,170.0,125.0,6,,A1
39.8,A6,A2,0.0,80.0,12,A1,A1
11.75,A5,A1,143.0,100.0,1,A1,A1
1.15,A3,A0,75.0,150.0,8,A2,A1
10.5,A3,A1,86.0,30.0,8,A2,A2
0.0,A1,A1,175.0,150.0,11,A2,A1
2.5,A0,A1,64.0,150.0,9,,A0
1.3,A5,A2,193.0,5.0,5,A2,A0
6.75,A1,A1,129.0,125.0,0,A2,A2
1.2,A1,A1,116.0,150.0,5,A1,A1
5.9,A5,A1,136.0,20.0,11,A1,A1
5.4,A0,A1,140.0,150.0,11,A1,A1
4.75,A5,A2,143.0,150.0,3,A1,A1
3.9,A5,A1,125.0,100.0,7,A2,A1
20.8,A1,A1,211.0,80.0,2,A2,A1
4.65,A3,A1,64.0,90.0,4,A2,A1
0.499,A2,A0,0.0,90.0,12,A2,A0
1.5,A3,A1,102.0,150.0,6,A2,A1
11.0,A1,A1,160.0,90.0,12,A1,A0
0.65,A1,A2,101.0,125.0,10,A2,A2
7.9,A5,A1,122.0,150.0,3,A2,A1
27.5,A5,A2,,100.0,11,A1,A1
19.65,A5,A1,170.0,50.0,5,A1,A1
12.95,A6,A1,90.0,10.0,6,A2,A1
18.7,A6,A2,224.0,150.0,10,A1,A1
19.8,A2,A2,213.0,90.0,6,A2,A1
1.35,A3,A1,60.0,150.0,11,A2,A1
5.95,A3,A1,75.0,90.0,6,A1,A1
11.9,A1,A1,143.0,80.0,10,A1,A1
4.45,A3,A1,101.0,150.0,5,A1,A1
2.55,A1,A1,75.0,150.0,3,A2,A1
2.5,A4,A1,139.0,150.0,7,A2,A1
1.35,A1,A1,75.0,150.0,10,A2,A1
2.3,A7,A1,230.0,150.0,12,A2,A1
3.333,A2,A1,90.0,150.0,6,A0,A1
27.0,A2,A2,,60.0,12,A2,A1
8.7,A6,A1,136.0,60.0,11,A1,A1
4.7,A3,A1,75.0,90.0,11,,A1
4.0,A5,A1,184.0,150.0,11,A1,A1
5.199,A5,A2,218.0,150.0,2,A1,A0
0.1,A1,A1,75.0,150.0,0,A2,A0
2.0,A3,A1,54.0,125.0,11,A2,A1
0.8,A3,A1,58.0,150.0,3,A2,A2
3.25,A0,A1,131.0,150.0,1,A1,A2
18.9,A2,A1,184.0,30.0,3,A2,A1
1.0,A1,A1,0.0,150.0,6,A1,A1
1.3,A0,A1,0.0,150.0,9,A0,A0
13.7,A1,A1,116.0,100.0,10,A1,A1
2.3,A3,A1,75.0,150.0,5,,A1
3.1,A3,A1,86.0,150.0,4,A2,A1
7.5,A5,A1,140.0,150.0,4,A1,A1
5.95,A4,A1,116.0,150.0,3,A1,A1
0.999,A0,A1,115.0,20.0,0,,A0
0.45,A3,A1,50.0,150.0,7,A2,A2
7.5,A0,A1,140.0,150.0,10,A0,A1
2.6,A1,A1,110.0,125.0,6,A2,A1
4.8,A0,A1,0.0,150.0,6,A0,A1
1.999,A2,A1,116.0,150.0,4,A2,A1
7.59,A3,A1,109.0,40.0,12,A2,A0
1.85,A1,A1,75.0,150.0,5,,A1
0.0,A1,A2,218.0,150.0,4,A1,A1
0.79,A5,A1,90.0,150.0,5,A1,A0
1.99,A4,A1,101.0,150.0,12,A1,A0
13.99,A6,A2,272.0,150.0,6,A2,A1
5.95,A1,A1,80.0,150.0,5,,A1
8.499,A5,A1,230.0,150.0,11,A2,A1
7.95,A6,A2,184.0,150.0,4,A1,A1
0.4,A0,A1,,150.0,0,A2,A0
0.699,A4,A1,75.0,150.0,0,A2,A1
3.899,A4,A1,102.0,150.0,12,A1,A1
3.6,A1,A2,238.0,150.0,0,A2,A1
3.0,A4,A1,0.0,150.0,0,A2,A1
1.9,A5,A1,69.0,80.0,3,A0,A2
2.25,A0,A1,0.0,5.0,0,,A0
0.999,A1,A1,118.0,150.0,0,A2,A1
7.0,A3,A1,69.0,60.0,10,A2,A1
26.3,A4,A1,179.0,125.0,4,A1,A1
4.5,A1,A2,197.0,150.0,10,A1,A1
2.055,A5,A1,131.0,150.0,11,A1,A1
2.301,A5,A1,136.0,150.0,9,A1,A0
7.5,A6,A1,140.0,150.0,1,,A2
6.5,A0,A1,140.0,150.0,5,A1,A1
1.89,A3,A1,80.0,150.0,4,A2,A1
3.5,A3,A1,75.0,150.0,11,A2,A1
6.6,A3,A1,60.0,50.0,2,,A1
6.9,A4,A2,163.0,150.0,2,A1,A1
0.6,A0,A1,75.0,150.0,10,,A1
1.4,A5,A1,90.0,125.0,10,A2,A1
10.9,A7,A2,143.0,80.0,8,A2,A0
10.9,A1,A2,95.0,40.0,6,A2,A1
0.0,A1,A1,200.0,20.0,1,A0,A2
1.19,A3,A1,85.0,125.0,10,,A2
6.19,A7,A1,271.0,150.0,4,,A1
6.9,A3,A2,,50.0,7,A1,A1
17.499,A1,A1,170.0,60.0,11,,A1
2.85,A5,A1,109.0,125.0,9,,A1
3.3,A5,A1,109.0,150.0,10,A1,A2
8.5,A4,A1,140.0,100.0,5,A1,A1
14.5,A1,A2,250.0,150.0,4,,A1
15.85,A3,A1,86.0,30.0,7,,A1
13.2,A5,A1,105.0,80.0,12,,A1
1.699,A5,A1,107.0,150.0,2,A2,A1
8.99,A5,A1,160.0,125.0,5,A2,A1
1.45,A3,A1,50.0,150.0,9,A2,A1
1.5,A3,A1,50.0,150.0,5,A2,A1
5.7,A2,A1,109.0,60.0,12,,A1
1.95,A5,A1,101.0,150.0,2,A1,A1
1.2,A4,A1,82.0,125.0,9,A2,A1
0.0,A0,A0,0.0,150.0,0,A0,A0
1.199,A1,A1,105.0,150.0,6,A2,A1
3.75,A1,A2,0.0,80.0,7,A2,A1
1.3,A3,A0,65.0,150.0,0,A0,A0
1.65,A1,A1,125.0,150.0,4,A2,A1
0.0,A0,A0,0.0,30.0,0,A0,A0
1.6,A1,A1,0.0,150.0,3,A2,A1
0.75,A3,A1,54.0,150.0,11,,A1
0.799,A0,A0,0.0,150.0,6,,A0
9.9,A5,A2,177.0,150.0,2,A1,A1
0.2,A5,A1,115.0,150.0,0,A0,A0
1.35,A3,A1,60.0,80.0,1,A2,A1
5.9,A1,A1,150.0,125.0,5,A2,A1
0.0,A1,A2,197.0,150.0,4,A1,A1
2.95,A5,A1,87.0,150.0,5,A2,A1
10.199,A6,A1,150.0,125.0,3,,A0
2.0,A1,A1,90.0,150.0,4,A1,A2
8.0,A5,A1,170.0,150.0,8,,A1
0.999,A5,A1,125.0,150.0,12,A2,A1
